,acc_precip,mean_temp,mean_relative_hum,mean_wind_speed,mean_radiation
2022-11-27 23:00:00,0.0,5.7,96.3,4.1,1.2
2022-11-28 23:00:00,0.4,5.6,83.2,5.3,1.0
2022-11-29 23:00:00,1.4,4.5,83.6,3.4,0.6
2022-11-30 23:00:00,1.7,4.1,86.1,2.8,0.7
2022-12-01 23:00:00,1.0,2.9,93.3,2.9,0.7
2022-12-02 23:00:00,1.6,3.1,89.4,3.4,0.7
2022-12-03 23:00:00,1.2,1.9,82.1,4.5,0.4
2022-12-04 23:00:00,0.0,2.4,85.8,4.9,0.7
2022-12-05 23:00:00,0.2,2.4,94.1,4.0,0.5
2022-12-06 23:00:00,0.0,0.8,88.4,1.6,1.3
2022-12-07 23:00:00,0.1,-1.9,92.0,2.0,1.3
2022-12-08 23:00:00,0.0,-5.0,89.9,2.5,3.6
2022-12-09 23:00:00,1.0,-0.7,95.8,1.7,0.6
2022-12-10 23:00:00,0.0,-0.6,99.1,1.2,0.5
2022-12-11 23:00:00,0.0,-2.0,82.9,2.1,0.7
2022-12-12 23:00:00,0.0,-3.7,80.5,1.9,0.8
2022-12-13 23:00:00,0.0,-5.4,92.0,1.8,2.0
2022-12-14 23:00:00,1.4,-0.4,96.5,3.3,1.5
2022-12-15 23:00:00,0.0,-4.5,92.2,1.1,1.9
2022-12-16 23:00:00,0.0,-8.8,91.0,1.0,1.8
2022-12-17 23:00:00,0.0,-1.4,95.2,4.5,1.0
2022-12-18 23:00:00,3.2,-1.5,92.4,4.2,1.3
2022-12-19 23:00:00,5.7,0.5,93.5,4.9,0.4
2022-12-20 23:00:00,4.0,6.5,98.2,4.6,0.5
2022-12-21 23:00:00,1.9,4.8,97.4,3.6,0.9
2022-12-22 23:00:00,0.2,5.5,92.5,4.4,1.5
2022-12-23 23:00:00,0.0,0.7,91.8,1.7,2.3
2022-12-24 23:00:00,0.2,-0.5,93.9,1.8,1.0
2022-12-25 23:00:00,2.4,4.1,99.6,3.3,0.5
2022-12-26 23:00:00,2.0,4.3,94.6,3.5,0.6
2022-12-27 23:00:00,1.9,1.4,92.3,3.4,2.0
2022-12-28 23:00:00,8.4,5.3,94.4,5.1,1.3
2022-12-29 23:00:00,3.5,7.0,90.3,6.7,0.8
2022-12-30 23:00:00,2.0,5.0,88.5,6.6,1.2
2022-12-31 23:00:00,3.5,6.8,93.0,3.8,0.9
2023-01-01 23:00:00,9.8,6.9,91.4,4.5,0.9
2023-01-02 23:00:00,5.2,6.0,95.3,2.9,0.7
2023-01-03 23:00:00,0.4,3.4,87.6,3.7,2.0
2023-01-04 23:00:00,13.6,6.7,95.7,5.6,0.5
2023-01-05 23:00:00,0.4,1.8,89.3,3.3,0.8
2023-01-06 23:00:00,14.0,4.8,91.8,5.1,1.2
2023-01-07 23:00:00,0.8,6.6,96.1,4.3,0.4
2023-01-08 23:00:00,0.4,6.1,93.0,4.2,0.8
2023-01-09 23:00:00,2.2,4.7,95.7,3.3,1.2
2023-01-10 23:00:00,1.6,4.7,93.2,4.0,2.0
2023-01-11 23:00:00,5.8,6.4,88.7,6.1,1.7
2023-01-12 23:00:00,4.8,4.6,94.6,4.0,0.9
2023-01-13 23:00:00,1.4,5.8,90.0,5.9,0.8
2023-01-14 23:00:00,7.4,5.0,90.6,5.6,1.2
2023-01-15 23:00:00,8.0,4.2,81.9,7.9,2.0
2023-01-16 23:00:00,6.2,2.8,88.9,4.5,1.9
2023-01-17 23:00:00,8.0,1.7,92.7,4.3,0.6
2023-01-18 23:00:00,2.4,0.1,92.3,4.0,3.6
2023-01-19 23:00:00,5.4,0.8,95.9,3.0,0.6
2023-01-20 23:00:00,0.2,0.4,96.2,1.6,2.1
2023-01-21 23:00:00,0.0,0.1,92.7,2.8,3.3
2023-01-22 23:00:00,0.0,-1.2,86.4,2.2,1.3
2023-01-23 23:00:00,0.0,-0.6,82.3,1.3,1.9
2023-01-24 23:00:00,0.0,0.4,87.0,3.2,2.6
2023-01-25 23:00:00,1.0,2.1,91.6,4.8,1.0
2023-01-26 23:00:00,0.0,3.0,92.6,3.2,2.9
2023-01-27 23:00:00,0.0,-2.0,91.6,1.4,4.0
2023-01-28 23:00:00,0.2,0.5,95.6,3.1,1.7
2023-01-29 23:00:00,1.4,3.9,90.9,5.2,1.8
2023-01-30 23:00:00,2.6,3.7,78.5,9.9,3.8
2023-01-31 23:00:00,5.6,2.9,86.4,4.8,1.9
2023-02-01 23:00:00,3.4,3.6,86.2,6.0,2.1
2023-02-02 23:00:00,3.0,1.1,84.6,2.5,4.8
2023-02-03 23:00:00,9.5,3.6,89.5,4.8,1.8
2023-02-04 23:00:00,0.0,-0.3,81.5,2.2,4.5
2023-02-05 23:00:00,0.8,0.5,86.3,3.4,1.7
2023-02-06 23:00:00,0.0,0.1,98.7,1.8,3.1
2023-02-07 23:00:00,0.0,1.5,94.9,3.7,2.7
2023-02-08 23:00:00,0.0,0.5,89.2,3.6,4.7
2023-02-09 23:00:00,0.6,2.7,76.0,5.2,2.6
2023-02-10 23:00:00,0.0,4.6,87.1,4.9,3.2
2023-02-11 23:00:00,0.0,7.3,84.6,4.6,5.3
2023-02-12 23:00:00,0.0,7.0,83.5,3.3,3.2
2023-02-13 23:00:00,0.0,6.1,72.1,3.0,5.2
2023-02-14 23:00:00,0.0,3.1,83.0,1.8,1.0
2023-02-15 23:00:00,0.0,2.5,97.9,2.7,1.5
2023-02-16 23:00:00,0.0,4.7,93.4,3.1,4.6
2023-02-17 23:00:00,9.2,6.6,86.4,7.4,2.0
2023-02-18 23:00:00,0.0,4.1,73.9,4.3,4.5
2023-02-19 23:00:00,0.2,2.9,75.2,3.6,7.3
2023-02-20 23:00:00,3.0,6.8,83.6,7.0,1.9
2023-02-21 23:00:00,0.0,5.5,77.1,3.7,4.6
2023-02-22 23:00:00,0.0,2.3,95.2,2.7,3.3
2023-02-23 23:00:00,0.0,3.8,89.7,2.7,2.2
2023-02-24 23:00:00,4.6,3.0,86.3,4.7,3.9
2023-02-25 23:00:00,0.2,0.5,67.0,4.5,8.0
2023-02-26 23:00:00,0.0,0.1,72.0,2.4,8.5
2023-02-27 23:00:00,0.0,1.5,78.2,1.6,9.1
2023-02-28 23:00:00,0.0,1.4,80.6,1.3,10.0
2023-03-01 23:00:00,0.0,1.0,85.6,1.8,8.7
2023-03-02 23:00:00,0.0,2.4,78.0,1.8,9.8
2023-03-03 23:00:00,0.0,3.3,85.0,3.2,8.8
2023-03-04 23:00:00,0.0,2.2,65.8,2.8,8.5
2023-03-05 23:00:00,0.0,-1.2,59.4,1.9,11.4
2023-03-06 23:00:00,0.0,-2.1,74.8,1.9,10.2
2023-03-07 23:00:00,3.8,-0.8,88.9,5.2,4.4
2023-03-08 23:00:00,0.0,-3.6,72.6,1.3,12.1
2023-03-09 23:00:00,0.0,-2.3,77.1,2.4,11.8
2023-03-10 23:00:00,0.0,-0.7,78.7,1.7,5.8
2023-03-11 23:00:00,0.0,0.0,78.4,3.3,9.6
2023-03-12 23:00:00,2.6,-0.3,83.3,3.7,7.2
2023-03-13 23:00:00,10.8,6.9,93.5,8.3,2.6
2023-03-14 23:00:00,3.8,3.8,79.0,5.1,10.0
2023-03-15 23:00:00,1.4,1.4,80.1,4.4,11.1
2023-03-16 23:00:00,0.0,1.9,83.0,5.1,5.1
2023-03-17 23:00:00,2.6,5.1,81.6,5.0,5.2
2023-03-18 23:00:00,2.6,7.2,94.9,1.1,6.3
2023-03-19 23:00:00,2.8,6.4,97.0,2.1,4.5
2023-03-20 23:00:00,1.6,5.5,91.2,3.2,6.5
2023-03-21 23:00:00,1.8,4.8,98.6,3.0,3.8
2023-03-22 23:00:00,3.4,7.8,93.6,5.4,3.3
2023-03-23 23:00:00,3.2,7.9,87.2,4.3,8.4
2023-03-24 23:00:00,6.0,7.8,86.3,6.1,6.2
2023-03-25 23:00:00,3.8,7.2,88.7,4.2,6.7
2023-03-26 22:00:00,0.0,3.0,73.8,3.5,7.9
2023-03-27 22:00:00,0.8,-0.1,77.1,2.6,11.2
2023-03-28 22:00:00,0.0,0.9,72.0,2.5,11.7
2023-03-29 22:00:00,2.0,4.1,92.7,3.5,2.8
2023-03-30 22:00:00,16.8,6.6,98.8,3.4,2.3
2023-03-31 22:00:00,1.4,6.1,93.7,3.2,4.9
2023-04-01 22:00:00,6.8,2.9,73.2,5.3,17.2
2023-04-02 22:00:00,0.0,3.3,56.5,3.7,18.5
2023-04-03 22:00:00,0.0,1.3,72.1,1.4,16.3
2023-04-04 22:00:00,0.0,2.6,69.9,1.7,10.9
2023-04-05 22:00:00,0.0,3.9,71.6,1.6,17.6
2023-04-06 22:00:00,0.0,4.3,75.1,3.2,16.1
2023-04-07 22:00:00,0.0,4.0,72.5,3.4,17.0
2023-04-08 22:00:00,0.0,6.6,77.8,2.3,18.5
2023-04-09 22:00:00,0.0,5.8,73.6,1.9,16.4
2023-04-10 22:00:00,0.0,7.0,74.4,5.0,13.8
2023-04-11 22:00:00,7.0,8.1,77.0,4.0,13.0
2023-04-12 22:00:00,9.2,6.3,83.3,4.4,11.4
2023-04-13 22:00:00,4.6,6.4,89.0,4.4,15.3
2023-04-14 22:00:00,5.0,6.0,88.7,1.8,8.9
2023-04-15 22:00:00,4.2,9.2,84.4,3.2,9.6
2023-04-16 22:00:00,0.0,8.8,75.8,2.1,8.6
2023-04-17 22:00:00,0.0,8.5,63.0,2.6,21.3
2023-04-18 22:00:00,0.0,8.7,59.0,3.6,21.0
2023-04-19 22:00:00,0.0,7.9,61.9,3.6,22.1
2023-04-20 22:00:00,0.0,10.1,51.2,4.8,21.2
2023-04-21 22:00:00,0.0,8.6,57.8,2.5,22.1
2023-04-22 22:00:00,0.0,9.8,68.1,3.5,19.7
2023-04-23 22:00:00,0.6,10.3,78.4,3.4,13.9
2023-04-24 22:00:00,9.8,9.3,90.3,4.0,6.8
2023-04-25 22:00:00,5.4,5.7,77.9,4.9,11.7
2023-04-26 22:00:00,0.0,5.1,64.6,4.5,19.7
2023-04-27 22:00:00,0.0,5.1,66.9,3.9,20.3
2023-04-28 22:00:00,0.0,5.0,73.3,1.8,20.1
2023-04-29 22:00:00,0.0,6.7,69.8,3.1,19.9
2023-04-30 22:00:00,0.0,6.3,62.6,2.9,20.0
2023-05-01 22:00:00,1.6,10.0,69.4,4.0,16.4
2023-05-02 22:00:00,0.0,7.0,68.6,3.2,19.5
2023-05-03 22:00:00,0.0,7.4,68.8,2.6,20.4
2023-05-04 22:00:00,0.0,6.5,76.5,1.8,13.3
2023-05-05 22:00:00,0.0,6.6,59.5,5.4,15.0
2023-05-06 22:00:00,0.0,7.0,61.4,4.7,13.8
2023-05-07 22:00:00,0.0,8.3,68.7,3.3,23.8
2023-05-08 22:00:00,0.0,10.0,64.8,4.3,25.6
2023-05-09 22:00:00,0.0,11.6,63.8,5.2,23.4
2023-05-10 22:00:00,0.4,12.8,66.1,3.9,23.0
2023-05-11 22:00:00,0.0,13.0,84.1,1.3,11.0
2023-05-12 22:00:00,0.0,12.9,64.4,1.9,25.5
2023-05-13 22:00:00,0.0,12.6,64.2,1.6,25.2
2023-05-14 22:00:00,0.0,12.3,70.8,1.6,23.8
2023-05-15 22:00:00,1.6,12.7,75.5,1.6,22.3
2023-05-16 22:00:00,0.0,9.5,77.2,4.0,15.9
2023-05-17 22:00:00,0.0,7.7,60.1,4.4,22.9
2023-05-18 22:00:00,0.0,9.2,68.2,2.0,25.4
2023-05-19 22:00:00,0.0,8.9,73.8,1.4,21.3
2023-05-20 22:00:00,0.0,10.2,73.4,1.7,26.2
2023-05-21 22:00:00,0.0,14.4,67.9,2.9,25.0
2023-05-22 22:00:00,0.0,14.9,72.4,2.0,19.7
2023-05-23 22:00:00,7.4,11.2,88.4,2.5,9.2
2023-05-24 22:00:00,0.0,13.3,77.8,2.3,19.3
2023-05-25 22:00:00,0.0,11.3,68.3,3.4,26.9
2023-05-26 22:00:00,0.0,10.7,67.9,3.3,24.5
2023-05-27 22:00:00,0.0,11.8,68.9,2.1,26.6
2023-05-28 22:00:00,0.0,11.6,69.9,2.9,26.8
2023-05-29 22:00:00,0.0,11.6,64.9,2.7,26.3
2023-05-30 22:00:00,0.0,13.3,71.0,2.1,26.7
2023-05-31 22:00:00,0.0,12.4,74.6,3.8,27.4
2023-06-01 22:00:00,0.0,12.6,67.8,3.5,26.9
2023-06-02 22:00:00,0.0,11.4,61.6,2.0,28.6
2023-06-03 22:00:00,0.0,11.9,65.6,2.5,27.7
2023-06-04 22:00:00,0.0,12.4,74.6,1.9,27.6
2023-06-05 22:00:00,0.0,14.1,74.9,1.7,23.3
2023-06-06 22:00:00,0.0,14.2,67.7,2.8,29.0
2023-06-07 22:00:00,0.0,12.8,82.5,1.6,23.3
2023-06-08 22:00:00,0.0,15.6,65.6,2.0,28.9
2023-06-09 22:00:00,0.0,14.3,81.4,2.1,26.6
2023-06-10 22:00:00,0.0,14.8,66.2,3.2,28.3
2023-06-11 22:00:00,0.0,15.9,60.2,3.2,28.9
2023-06-12 22:00:00,0.0,15.8,64.4,2.7,28.8
2023-06-13 22:00:00,0.0,15.2,58.1,1.9,29.3
2023-06-14 22:00:00,0.0,16.2,65.9,1.2,28.0
2023-06-15 22:00:00,0.0,16.0,72.8,1.3,18.2
2023-06-16 22:00:00,0.0,17.3,72.8,1.8,22.6
2023-06-17 22:00:00,0.0,17.7,70.0,1.6,24.9
2023-06-18 22:00:00,0.0,18.3,72.9,2.0,24.7
2023-06-19 22:00:00,2.4,16.5,88.4,1.8,17.3
2023-06-20 22:00:00,0.0,18.3,79.9,2.0,19.5
2023-06-21 22:00:00,6.6,18.0,85.3,3.0,12.0
2023-06-22 22:00:00,0.0,18.8,69.0,2.5,23.5
2023-06-23 22:00:00,0.0,17.3,65.4,2.4,24.7
2023-06-24 22:00:00,0.0,17.9,68.3,2.8,24.6
2023-06-25 22:00:00,0.0,18.3,79.6,1.4,19.1
2023-06-26 22:00:00,10.6,17.2,85.5,3.1,13.9
2023-06-27 22:00:00,0.0,15.3,67.3,4.5,19.1
2023-06-28 22:00:00,0.0,17.1,67.0,2.7,26.7
2023-06-29 22:00:00,2.8,18.3,87.5,2.9,9.3
2023-06-30 22:00:00,0.0,16.0,69.8,3.1,23.4
2023-07-01 22:00:00,6.4,14.8,91.3,3.7,8.4
2023-07-02 22:00:00,6.8,14.1,77.6,5.6,18.2
2023-07-03 22:00:00,3.8,13.0,76.4,5.6,20.8
2023-07-04 22:00:00,9.0,12.4,85.6,4.9,21.1
2023-07-05 22:00:00,16.8,12.6,92.2,3.9,9.0
2023-07-06 22:00:00,1.0,14.6,76.0,5.1,17.0
2023-07-07 22:00:00,0.0,16.2,73.2,2.1,21.5
2023-07-08 22:00:00,0.0,17.3,72.0,1.5,27.6
2023-07-09 22:00:00,0.0,17.8,73.1,1.7,26.8
2023-07-10 22:00:00,14.8,17.1,87.1,2.0,6.2
2023-07-11 22:00:00,4.4,15.7,88.4,2.3,8.8
2023-07-12 22:00:00,7.4,16.9,84.5,2.8,17.6
2023-07-13 22:00:00,10.0,14.8,85.7,2.9,15.5
2023-07-14 22:00:00,0.0,15.8,77.2,2.8,21.8
2023-07-15 22:00:00,8.0,19.4,79.8,3.3,16.9
2023-07-16 22:00:00,4.6,17.1,79.5,5.9,18.4
2023-07-17 22:00:00,1.0,15.7,78.4,4.5,15.8
2023-07-18 22:00:00,0.0,14.6,75.1,3.6,17.2
2023-07-19 22:00:00,0.0,14.0,73.6,2.5,18.8
2023-07-20 22:00:00,2.0,13.3,78.7,3.4,19.9
2023-07-21 22:00:00,0.0,13.8,74.4,2.5,17.0
2023-07-22 22:00:00,0.2,13.8,74.0,3.1,20.0
2023-07-23 22:00:00,22.8,13.8,97.1,2.8,4.6
2023-07-24 22:00:00,1.2,16.7,83.8,3.9,14.9
2023-07-25 22:00:00,0.4,14.3,76.9,3.6,20.8
2023-07-26 22:00:00,2.4,12.6,82.2,4.1,17.7
2023-07-27 22:00:00,0.0,14.6,79.2,2.8,20.1
2023-07-28 22:00:00,0.0,16.3,74.6,1.5,24.3
2023-07-29 22:00:00,5.8,17.0,86.5,2.2,10.9
2023-07-30 22:00:00,6.8,14.7,89.6,2.6,13.8
2023-07-31 22:00:00,4.2,15.1,82.5,2.9,16.4
2023-08-01 22:00:00,13.0,14.4,96.1,1.1,8.3
2023-08-02 22:00:00,5.6,15.4,87.3,2.2,19.0
2023-08-03 22:00:00,9.8,16.2,90.6,2.6,10.4
2023-08-04 22:00:00,0.2,15.3,78.8,4.0,12.5
2023-08-05 22:00:00,0.0,15.8,72.4,2.8,21.6
2023-08-06 22:00:00,0.0,15.1,82.1,2.5,11.5
2023-08-07 22:00:00,6.0,14.3,84.9,5.0,8.2
2023-08-08 22:00:00,4.2,12.7,73.9,7.0,13.8
2023-08-09 22:00:00,5.4,11.5,83.1,4.6,6.8
2023-08-10 22:00:00,0.0,13.4,71.5,3.5,14.1
2023-08-11 22:00:00,0.0,15.8,85.2,2.8,10.7
2023-08-12 22:00:00,4.2,17.0,92.9,1.5,11.7
2023-08-13 22:00:00,0.2,16.8,85.9,3.5,14.6
2023-08-14 22:00:00,0.0,17.7,80.5,2.2,15.6
2023-08-15 22:00:00,0.0,17.8,82.2,2.9,13.6
2023-08-16 22:00:00,0.0,16.3,81.7,3.7,10.5
2023-08-17 22:00:00,0.0,14.2,81.4,1.2,9.3
2023-08-18 22:00:00,1.8,16.2,88.2,2.7,10.3
2023-08-19 22:00:00,9.0,18.3,93.2,2.8,8.2
2023-08-20 22:00:00,0.4,18.7,81.8,2.4,16.8
2023-08-21 22:00:00,0.0,17.2,79.7,2.5,15.3
2023-08-22 22:00:00,8.0,17.4,84.0,2.8,15.6
2023-08-23 22:00:00,0.2,16.4,86.1,2.4,8.5
2023-08-24 22:00:00,0.4,15.8,83.0,2.2,16.5
2023-08-25 22:00:00,36.0,17.5,86.1,2.7,13.4
2023-08-26 22:00:00,4.0,13.5,89.6,1.5,6.3
2023-08-27 22:00:00,3.2,12.8,90.0,1.9,9.3
2023-08-28 22:00:00,0.2,14.0,84.9,1.9,16.5
2023-08-29 22:00:00,2.4,12.3,89.8,1.7,10.5
2023-08-30 22:00:00,1.4,13.4,88.1,2.0,10.6
2023-08-31 22:00:00,16.0,13.1,95.0,1.1,7.4
2023-09-01 22:00:00,0.0,15.1,81.7,1.9,16.8
2023-09-02 22:00:00,0.2,14.7,78.9,2.8,17.4
2023-09-03 22:00:00,0.0,15.6,80.6,3.2,6.7
2023-09-04 22:00:00,0.0,17.2,79.7,3.0,17.2
2023-09-05 22:00:00,0.0,15.8,78.7,1.2,17.7
2023-09-06 22:00:00,0.2,14.2,91.8,1.3,15.7
2023-09-07 22:00:00,0.0,17.0,91.0,2.3,13.7
2023-09-08 22:00:00,0.0,17.0,92.8,1.7,13.0
2023-09-09 22:00:00,0.2,18.2,87.4,1.4,15.6
2023-09-10 22:00:00,0.0,17.0,92.3,1.5,10.8
2023-09-11 22:00:00,0.0,17.2,93.5,2.0,12.2
2023-09-12 22:00:00,3.2,16.1,93.0,2.0,4.2
2023-09-13 22:00:00,0.0,13.0,79.6,2.1,11.4
2023-09-14 22:00:00,0.0,11.1,81.5,1.6,11.1
2023-09-15 22:00:00,0.0,14.6,76.9,2.8,12.6
2023-09-16 22:00:00,0.0,15.5,89.1,1.8,12.1
2023-09-17 22:00:00,0.2,16.2,89.2,2.3,10.0
2023-09-18 22:00:00,1.6,17.6,89.9,4.2,5.1
2023-09-19 22:00:00,12.0,14.3,87.2,6.4,8.1
2023-09-20 22:00:00,2.2,16.9,89.8,5.4,6.7
2023-09-21 22:00:00,0.0,17.5,82.7,4.1,7.9
2023-09-22 22:00:00,6.8,14.7,89.1,2.8,7.9
2023-09-23 22:00:00,2.8,12.5,90.0,2.3,7.1
2023-09-24 22:00:00,0.0,12.4,81.0,3.3,10.8
2023-09-25 22:00:00,0.2,14.5,80.8,4.5,8.2
2023-09-26 22:00:00,0.0,14.7,87.7,1.9,9.4
2023-09-27 22:00:00,0.0,15.6,90.5,2.1,5.9
2023-09-28 22:00:00,0.0,16.4,85.9,3.5,8.0
2023-09-29 22:00:00,1.6,14.9,90.5,3.5,3.8
2023-09-30 22:00:00,0.2,13.0,79.8,3.8,8.6
2023-10-01 22:00:00,1.4,12.8,90.2,2.3,4.5
2023-10-02 22:00:00,1.4,15.4,96.4,1.9,4.5
2023-10-03 22:00:00,39.0,12.8,96.2,2.5,2.3
2023-10-04 22:00:00,5.8,11.9,87.9,4.4,6.7
2023-10-05 22:00:00,3.4,12.0,82.7,3.4,9.6
2023-10-06 22:00:00,4.4,14.1,87.2,5.6,4.8
2023-10-07 22:00:00,0.0,10.7,77.6,2.7,6.0
2023-10-08 22:00:00,0.0,6.4,84.9,1.0,9.0
2023-10-09 22:00:00,0.0,8.2,90.3,1.0,4.6
2023-10-10 22:00:00,0.2,10.0,95.4,3.3,2.6
2023-10-11 22:00:00,2.4,13.8,82.5,5.7,3.5
2023-10-12 22:00:00,0.0,9.5,72.5,3.8,7.0
2023-10-13 22:00:00,18.0,10.8,94.5,3.9,1.5
2023-10-14 22:00:00,0.6,9.0,80.0,5.2,7.1
2023-10-15 22:00:00,0.2,7.7,75.2,4.7,6.2
2023-10-16 22:00:00,0.0,6.0,76.6,2.5,9.0
2023-10-17 22:00:00,0.0,7.2,84.8,2.4,7.1
2023-10-18 22:00:00,0.2,8.0,85.9,2.0,7.4
2023-10-19 22:00:00,0.2,6.9,79.4,6.6,1.8
2023-10-20 22:00:00,9.8,5.2,74.0,8.5,2.3
2023-10-21 22:00:00,23.6,6.7,96.1,5.7,1.3
2023-10-22 22:00:00,1.2,10.3,96.0,2.9,2.2
2023-10-23 22:00:00,0.8,8.7,91.8,2.7,3.0
2023-10-24 22:00:00,34.6,8.6,96.0,4.1,2.3
2023-10-25 22:00:00,14.4,8.7,95.1,4.7,0.6
2023-10-26 22:00:00,8.4,6.9,97.3,3.5,1.5
2023-10-27 22:00:00,3.8,6.2,89.4,2.7,2.2
2023-10-28 22:00:00,1.0,6.3,88.0,3.1,1.3
2023-10-29 23:00:00,18.4,8.9,93.6,4.3,1.2
2023-10-30 23:00:00,1.8,10.3,90.2,4.7,2.6
2023-10-31 23:00:00,6.2,3.3,93.7,3.2,1.6
2023-11-01 23:00:00,7.2,3.3,95.4,2.7,3.0
2023-11-02 23:00:00,1.8,9.4,91.4,4.4,2.3
2023-11-03 23:00:00,0.0,8.9,90.4,4.9,3.0
2023-11-04 23:00:00,0.0,7.8,89.9,3.9,1.0
2023-11-05 23:00:00,7.6,8.1,95.9,2.7,1.1
2023-11-06 23:00:00,1.0,8.3,91.9,2.9,3.0
2023-11-07 23:00:00,2.4,7.3,93.9,3.4,4.2
2023-11-08 23:00:00,1.2,7.8,90.4,3.9,4.2
2023-11-09 23:00:00,6.2,6.7,97.9,2.4,1.2
2023-11-10 23:00:00,6.2,6.1,95.8,2.8,2.2
2023-11-11 23:00:00,0.6,5.4,97.5,0.8,2.2
2023-11-12 23:00:00,0.8,5.0,96.8,0.9,2.1
2023-11-13 23:00:00,4.8,4.2,94.1,2.8,1.6
2023-11-14 23:00:00,19.6,4.7,97.1,5.1,0.9
2023-11-15 23:00:00,14.6,3.8,96.6,2.1,1.0
2023-11-16 23:00:00,15.4,2.6,93.9,5.0,1.1
2023-11-17 23:00:00,2.8,2.0,96.4,2.7,1.2
2023-11-18 23:00:00,0.0,1.0,91.1,2.2,2.1
2023-11-19 23:00:00,8.8,4.3,96.2,4.2,0.8
2023-11-20 23:00:00,2.6,4.7,98.4,2.9,0.7
2023-11-21 23:00:00,0.4,2.6,93.2,2.0,1.5
2023-11-22 23:00:00,2.0,1.9,90.8,5.6,0.7
2023-11-23 23:00:00,4.5,7.7,83.9,6.1,1.3
2023-11-24 23:00:00,0.2,2.3,74.7,4.3,2.4
2023-11-25 23:00:00,0.4,0.4,81.6,2.3,2.3
2023-11-26 23:00:00,0.0,-1.8,84.7,1.5,0.9
2023-11-27 23:00:00,2.2,-0.5,83.3,3.6,1.9
2023-11-28 23:00:00,0.0,-5.5,75.6,2.6,2.7
2023-11-29 23:00:00,0.0,-6.8,87.8,1.5,3.5
2023-11-30 23:00:00,9.6,-3.4,96.8,2.7,1.1
2023-12-01 23:00:00,0.0,-3.2,93.3,2.5,0.8
2023-12-02 23:00:00,0.0,-9.3,91.4,1.7,2.3
2023-12-03 23:00:00,5.6,-4.1,97.7,1.9,0.3
2023-12-04 23:00:00,0.6,-2.0,94.4,2.8,0.3
2023-12-05 23:00:00,0.6,0.8,82.7,3.8,1.2
2023-12-06 23:00:00,5.4,0.3,93.3,4.5,0.7
2023-12-07 23:00:00,0.8,0.4,98.1,1.3,0.7
2023-12-08 23:00:00,3.0,0.8,91.2,3.2,0.7
2023-12-09 23:00:00,1.6,1.9,98.8,3.4,0.6
2023-12-10 23:00:00,14.4,2.7,98.1,4.4,0.5
2023-12-11 23:00:00,3.8,2.8,98.8,2.4,0.3
2023-12-12 23:00:00,0.0,1.4,86.2,3.2,0.7
2023-12-13 23:00:00,0.4,-0.9,79.9,4.4,0.7
2023-12-14 23:00:00,0.0,-0.8,89.1,1.3,0.4
2023-12-15 23:00:00,0.4,4.2,96.6,3.1,1.0
2023-12-16 23:00:00,0.0,7.9,89.9,5.1,0.7
2023-12-17 23:00:00,0.4,7.9,93.5,5.7,0.4
2023-12-18 23:00:00,0.8,8.2,97.0,5.4,0.5
2023-12-19 23:00:00,0.8,6.0,89.9,3.6,1.0
2023-12-20 23:00:00,3.0,2.8,90.0,4.1,1.4
2023-12-21 23:00:00,14.0,4.7,85.4,10.6,1.0
2023-12-22 23:00:00,0.0,2.0,61.7,11.8,2.1
2023-12-23 23:00:00,0.4,0.7,85.7,3.2,1.8
2023-12-24 23:00:00,5.6,4.3,93.8,4.3,0.5
2023-12-25 23:00:00,1.0,5.1,78.4,6.1,1.7
2023-12-26 23:00:00,2.6,3.7,88.6,4.4,1.5
2023-12-27 23:00:00,9.8,1.6,85.0,3.3,1.3
2023-12-28 23:00:00,13.8,6.7,89.6,6.9,0.8
2023-12-29 23:00:00,7.4,6.1,86.6,6.3,1.2
2023-12-30 23:00:00,0.4,3.5,89.6,3.7,1.9
2023-12-31 23:00:00,10.6,4.3,96.7,3.8,0.6
2024-01-01 23:00:00,1.2,4.6,98.1,3.0,0.4
2024-01-02 23:00:00,0.7,2.6,94.7,6.1,0.4
2024-01-03 23:00:00,15.8,-1.2,99.6,12.3,1.0
2024-01-04 23:00:00,0.9,-4.6,98.1,5.5,1.1
2024-01-05 23:00:00,0.0,-6.0,95.9,4.0,1.3
2024-01-06 23:00:00,0.0,-5.0,92.2,3.5,2.5
2024-01-07 23:00:00,0.0,-7.7,91.4,2.1,2.9
2024-01-08 23:00:00,0.0,-5.9,86.5,2.2,4.1
2024-01-09 23:00:00,0.0,-3.8,96.3,1.5,1.1
2024-01-10 23:00:00,0.0,-1.2,99.4,1.4,1.8
2024-01-11 23:00:00,0.0,-1.8,97.3,1.7,2.6
2024-01-12 23:00:00,0.0,-2.2,97.6,2.1,1.2
2024-01-13 23:00:00,0.0,2.4,88.9,4.8,2.4
2024-01-14 23:00:00,0.3,1.3,87.8,3.7,2.1
2024-01-15 23:00:00,0.0,-4.1,82.9,3.7,2.2
2024-01-16 23:00:00,0.1,-5.0,91.3,2.9,3.1
2024-01-17 23:00:00,0.8,-1.9,92.3,5.0,3.3
2024-01-18 23:00:00,0.2,-3.3,86.9,2.7,4.5
2024-01-19 23:00:00,2.9,-0.9,93.7,3.9,2.5
2024-01-20 23:00:00,7.3,2.5,93.4,4.3,0.9
2024-01-21 23:00:00,0.0,1.4,80.5,6.7,1.1
